"External ID","Name","Attribute Values","Customer Taxes","Internal Reference","Sale Price","Vendor Taxes","Customer Taxes/Amount","Customer Taxes/Display Name","Customer Taxes/ID","Customer Taxes/Tax Name","# Product Variants"
"__export__.product_product_19590_50aa127a","Aji Chicken&Veg Gyoza 10*600g CASE","","__export__.account_tax_4_2705eab1","AJC","46.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_19588_3dc5fbc8","Aji Duck Gyoza 10*600g CASE","","__export__.account_tax_4_2705eab1","AJD","50.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_19589_bf2dd7e1","Aji Pork Gyoza 10*600g CASE","","__export__.account_tax_4_2705eab1","AJP","46.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_19592_7d080992","Aji Prawn Gyoza 10*600g CASE","","__export__.account_tax_4_2705eab1","AJPR","72.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_19591_0f494599","Aji Veg Gyoza SPINACH 10*600g CASE","","__export__.account_tax_4_2705eab1","AJV","40.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_22108_5278c64a","Aji Wakame Gyoza 12*400g CASE","","__export__.account_tax_4_2705eab1","AJW","0.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5670_1ebf2655","Aubergine CASE","","__export__.account_tax_4_2705eab1","AUC","13.700000000000001","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5673_6752b976","RTE Avocado CASE","","__export__.account_tax_4_2705eab1","AVC","22.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5705_350d29d2","Basil KG","","__export__.account_tax_4_2705eab1","BAK","15.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_19805_790223b1","GS Baby Corn 24*425g CASE","","__export__.account_tax_4_2705eab1","BBC","24.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5751_71e408dc","Butterhead Lettuce CASE","","__export__.account_tax_4_2705eab1","BHLC","9.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_21734_b05af4a9","Mizkan Shiragiku Rice Flavoured Spirit Vinegar 20L CASE","","__export__.account_tax_4_2705eab1","BJC","41.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_20202_72f71d01","Heera Black Pepper Powder 10*400g CASE","","__export__.account_tax_4_2705eab1","BPP","65.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5744_e8191cc4","Broccoli 6KG CASE","","__export__.account_tax_4_2705eab1","BRC","17.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5711_0c4492f7","Beansprout BAG-S","","__export__.account_tax_4_2705eab1","BSB","5.65","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5766_b4c239cf","Carrot 10kg BAG","","__export__.account_tax_4_2705eab1","CAB","9.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6074_ff9862c1","Chaokoh Coconut Milk 6*2900ml CASE","","__export__.account_tax_4_2705eab1","CCC1","53.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6073_7be07eb9","Chaokoh Coconut Milk 24*400g CASE","","__export__.account_tax_4_2705eab1","CCC2","34.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6072_22006af0","Coconut Cream 40*200g CASE","","__export__.account_tax_4_2705eab1","CCC3","39.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5849_6bca2809","Chinese Cauliflower CASE","","__export__.account_tax_4_2705eab1","CCFC","21.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6097_82686cb1","Cream Corn Stokely 12*404g CASE","","__export__.account_tax_4_2705eab1","CCS","18.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5781_6307c64d","Celery CASE","","__export__.account_tax_4_2705eab1","CEC","16.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5819_1014abc8","Chilli Green CASE","","__export__.account_tax_4_2705eab1","CGC","18.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5865_4de856cd","Choisam CASE","","__export__.account_tax_4_2705eab1","CHC7","28.95","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_19879_549f23fb","Local Choisam CASE","","__export__.account_tax_4_2705eab1","CHC7","30.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5864_d8b8a543","Thin Round Chives PACKET","","__export__.account_tax_4_2705eab1","CHP","1.9000000000000001","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_20862_fb368ab7","Chinese Leaf 7‘s CASE","","__export__.account_tax_4_2705eab1","CLC7","14.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5855_fb9241fa","Chinese Leaf 8's CASE","","__export__.account_tax_4_2705eab1","CLC8","13.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6093_c1d24ca8","Courgette CASE","","__export__.account_tax_4_2705eab1","COC","11.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6089_ffc8e515","Coriander KG","","__export__.account_tax_4_2705eab1","COK","13.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5755_19e9b581","Cabbage Red BAG","","__export__.account_tax_4_2705eab1","CRB","11.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5832_d8e97f35","Chilli Red 3KG/CASE","","__export__.account_tax_4_2705eab1","CRC","13.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6098_df597025","*Blue Bag*Odlums Cream Plain Flour 25Kg","","__export__.account_tax_4_2705eab1","CREM25","30.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6099_f8d846bb","*Blue Bag*Odlums Cream Plain Flour 8*2KG","","__export__.account_tax_4_2705eab1","CREM82","26.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5800_5a831c73","Cherry Tomato CASE","","__export__.account_tax_4_2705eab1","CTC","12.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5840_673b872d","Chilli Thai Red 2kg CASE","","__export__.account_tax_4_2705eab1","CTR","31.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6601_5c1cfab0","Cucumber CASE","","__export__.account_tax_4_2705eab1","CUC","12.8","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_21430_bee52fd8","C.Vale Steam Cooked Chicken Breast 4*2.5KG CASE","","__export__.account_tax_4_2705eab1","CV","56.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_20665_123be98d","Cooking Wine 10L DRUM","","__export__.account_tax_4_2705eab1","CW10","12.950000000000001","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5757_41c9a8b4","Cabbage White BAG","","__export__.account_tax_4_2705eab1","CWB","13.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6667_5c6417ed","Duck Pancake BLUE (6's*17)*10 CASE","","__export__.account_tax_4_2705eab1","DPB","45.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6676_8be1450d","Eddo 10KG CASE","","__export__.account_tax_4_2705eab1","EDC","19.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6678_d67d9a4f","Eddo 15KG CASE","","__export__.account_tax_4_2705eab1","EDC","57.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6683_b4373dda","360's Egg Large CASE","","__export__.account_tax_4_2705eab1","ELC","73.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6680_e9e18754","180's Egg Large HALF CASE","","__export__.account_tax_4_2705eab1","ELHC","37.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6686_b4019beb","Egg Medium 360's CASE","","__export__.account_tax_4_2705eab1","EMC","69.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6815_1b23e73e","Emsland Superior Potato Starch 25Kg BAG","","__export__.account_tax_4_2705eab1","EMS","25.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6702_e9f5c581","Fine Bean 1.5kg CASE","","__export__.account_tax_4_2705eab1","FBC","14.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6705_0edc7b66","Flat Bean CASE","","__export__.account_tax_4_2705eab1","FBC","24.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6711_0aab46d0","Flower Edible PACKET","","__export__.account_tax_4_2705eab1","FED","4.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6783_fbc41683","Garlic Fresh BAG","","__export__.account_tax_4_2705eab1","GAB","18.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6800_6dd6acde","Fresh Ginger CASE","","__export__.account_tax_4_2705eab1","GIC","29.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6793_8039274e","Garlic Shoot CASE","","__export__.account_tax_4_2705eab1","GSC","53.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_6998_0c603b1c","Iceberg CASE","","__export__.account_tax_4_2705eab1","ICC","12.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_21771_46053470","JSB Vegetable Gyoza 10*600g CASE","","__export__.account_tax_4_2705eab1","JSBV","32.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_19883_d3e06e1a","Local Kai lan CASE","","__export__.account_tax_4_2705eab1","KAC","0.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7062_c376f2ae","Short Kai choi CASE","","__export__.account_tax_4_2705eab1","KCC","28.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7092_db5f7b1e","Kiwi Golden CASE","","__export__.account_tax_4_2705eab1","KGC","34.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7081_8392c97e","Kikkoman Soy Sauce 20L CASE","","__export__.account_tax_4_2705eab1","KKM","39.95","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7064_1e0a3354","Kai lan CASE","","__export__.account_tax_4_2705eab1","KLC","32.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_16052_aca05072","Kangmei Prawn Cracker 6*2Kg CASE","","__export__.account_tax_4_2705eab1","KMPC","22.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_20273_3589fe8b","Local Aubergine Chinese CASE","","__export__.account_tax_4_2705eab1","LAUC","25.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7675_6dc84c0d","Lkk Chilli Bean Sauce 12*368g CASE","","__export__.account_tax_4_2705eab1","LDBJ","28.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_13909_07cf44fc","Yeo'S Hot Bean Sauce 12*250ml TRAY","","__export__.account_tax_4_2705eab1","LDBJ","26.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7655_912c7e45","Lemongrass 1 KG","","__export__.account_tax_4_2705eab1","LEC","14.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7672_0cd727fa","Lime CASE","","__export__.account_tax_4_2705eab1","LIC","12.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7649_47ccdf4e","Leek BAG","","__export__.account_tax_4_2705eab1","LKB","10.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_20656_32ce0578","LKK Soy Sauce Dark 8L DRUM","","__export__.account_tax_4_2705eab1","LKKD","16.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_20657_47b6c442","LKK Soy Sauce Light 8L DRUM","","__export__.account_tax_4_2705eab1","LKKL","16.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7678_bb7df66b","Lkk Panda Oyster Sauce 2.27KG TIN","","__export__.account_tax_4_2705eab1","LKKP","8.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7679_71f0c678","Lkk Panda Oyster Sauce 6*2.27KG CASE","","__export__.account_tax_4_2705eab1","LKKP","40.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7715_5477e96b","Lotus Root CASE","","__export__.account_tax_4_2705eab1","LTC","25.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_21593_8a72ca03","LUCKY 2/300 Cooked& Peeled Prawns 220g*30 CASE","","__export__.account_tax_4_2705eab1","LUCKY PRA","98.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7748_0277fec5","Mange-Tout CASE","","__export__.account_tax_4_2705eab1","MAC","15.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_21127_f6670017","MFB Loncha De Vacuno 15*400g CASE","","__export__.account_tax_4_2705eab1","MFB","117.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_19504_fd686b01","MFP Loncha de cerdo iberico 10*300 CASE","","__export__.account_tax_4_2705eab1","MFP","49.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7846_689b9a07","MF ZD Combinado 12*500g CASE","","__export__.account_tax_4_2705eab1","MFZD","68.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_5851_d10e21c1","Chinese Convolvulus(morning glory) CASE","","__export__.account_tax_4_2705eab1","MGC","85.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7862_5a9b5117","Mooli CASE","","__export__.account_tax_4_2705eab1","MOC","17.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7877_2a0531d4","MSG AJI 22.68KG BAG","","__export__.account_tax_4_2705eab1","MSG","53.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7880_01c7f9de","Mushroom CASE","","__export__.account_tax_4_2705eab1","MUC","7.9","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7954_485277cc","Lucky Boat No.1 Noodle 9kg CASE","","__export__.account_tax_4_2705eab1","NO1","26.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7955_9ffe3e6d","Lucky Boat No.2 Noodle 7.7kg CASE","","__export__.account_tax_4_2705eab1","NO2","27.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7948_b5700277","No.6a Foil Cont. Pinkapple Extra Strong 500's CASE","","l10n_generic_coa.1_sale_tax_template","NO6A","36.0","l10n_generic_coa.1_purchase_tax_template","23.0","23%","1","23%","1"
"__export__.product_product_18280_5da9366f","Pinkapple No.6a LIDS Heavy Duty 500ps CASE","","l10n_generic_coa.1_sale_tax_template","NO6AL","17.5","l10n_generic_coa.1_purchase_tax_template","23.0","23%","1","23%","1"
"__export__.product_product_20227_5c6b09bf","Stewart No.6A LIDS Heavy Duty 500pcs CASE","","l10n_generic_coa.1_sale_tax_template","NO6AL","15.5","l10n_generic_coa.1_purchase_tax_template","23.0","23%","1","23%","1"
"__export__.product_product_7983_142f2e5d","Oyster Mush CASE","","__export__.account_tax_4_2705eab1","OMC","12.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7976_de9b18f3","BAG  Onion SP. 20kg","","__export__.account_tax_4_2705eab1","ONSP","13.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7977_4965a164","Orange CASE","","__export__.account_tax_4_2705eab1","ORC","32.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_8062_9cfe7b04","Pineapple CASE","","__export__.account_tax_4_2705eab1","PAPC","17.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_8068_3e6a6289","Pinkapple C650 CASE","","l10n_generic_coa.1_sale_tax_template","PC6","40.5","l10n_generic_coa.1_purchase_tax_template","23.0","23%","1","23%","1"
"__export__.product_product_18943_929b5ffb","Prawn Cracker Ha Long Bay 12*1KG CASE","","__export__.account_tax_4_2705eab1","PCH","21.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_8041_d419aa60","Pepper Green 5KG CASE","","__export__.account_tax_4_2705eab1","PGC","14.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_8039_8df6d73f","Peeled Potato 9Kg BAG","","__export__.account_tax_4_2705eab1","PPB","17.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_20654_e922e494","PRB Soy Sauce Dark 8L DRUM","","__export__.account_tax_4_2705eab1","PRBD","14.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_20655_eadd7b2f","PRB Soy Sauce Light 8L DRUM","","__export__.account_tax_4_2705eab1","PRBL","13.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_8052_2333031e","Pepper Red 5kg CASE","","__export__.account_tax_4_2705eab1","PRC","13.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_8056_d36e6c55","Pepper Yellow 5kg CASE","","__export__.account_tax_4_2705eab1","PYC","12.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_16110_7b52aeef","Rocket 500G","","__export__.account_tax_4_2705eab1","RKT","5.2","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_18944_6409be96","Red Onion 10kg BAG","","__export__.account_tax_4_2705eab1","ROB","9.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_18972_5b352060","Cooking Salt 25KG BAG","","__export__.account_tax_4_2705eab1","SALT","14.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_16399_45424f47","Mae Ploy Sweet Chilli Sauce 12*730Ml CASE","","__export__.account_tax_4_2705eab1","SCC","26.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_16400_f88bba2a","Mae Ploy Sweet Chilli Sauce 3*4KG CASE","","__export__.account_tax_4_2705eab1","SCC","26.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_18720_aeea4c4f","*Red Bag*Odlums Self Raising Flour 25KG","","__export__.account_tax_4_2705eab1","SELF25","30.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_16292_2796af5a","*Red Bag*Odlums Self Raising Flour 8*2KG","","__export__.account_tax_4_2705eab1","SELF82","26.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_20570_def5d9a7","Siucra Sugar granulated 10*1kg CASE","","__export__.account_tax_4_2705eab1","SG10","12.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_16388_0deb5375","Sugar granulated 25Kg  BAG","","__export__.account_tax_4_2705eab1","SG25","24.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_16303_e4989b40","Shimeji Mush Brown 20*150g CASE","","__export__.account_tax_4_2705eab1","SMBC","22.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_20612_369f755b","GL Sesame oil 4*5L CASE","","__export__.account_tax_4_2705eab1","SMO","95.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_16306_6f485675","Shimeji Mush White 20*150g CASE","","__export__.account_tax_4_2705eab1","SMWC","22.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_18925_fcf08442","Shanghai Pachoi 8Kg","","__export__.account_tax_4_2705eab1","SPC","18.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_16365_b2fc34dd","Spinach CASE","","__export__.account_tax_4_2705eab1","SPHC","23.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_16392_8066f541","Sugar Snap 1.5kg CASE","","__export__.account_tax_4_2705eab1","SSC","15.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_18930_c5ea36b4","ST Japanese Ramen12*540g CASE","","__export__.account_tax_4_2705eab1","ST","24.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_16386_442997de","GEM Sugar granulated 15*1Kg CASE","","__export__.account_tax_4_2705eab1","SUG15","20.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_15791_bf46c5f3","T01 Unicurd Silken Tofu Red Box 50*300g CASE","","__export__.account_tax_4_2705eab1","T01","58.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_15286_1198da0d","Unicurd Deep Fried Tau Kwa 24*220g CASE","","__export__.account_tax_4_2705eab1","T07","42.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_15188_df7b751d","Tomato CASE","","__export__.account_tax_4_2705eab1","TOC","10.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_15180_6580fd08","Tofu 950g PUNNUT-S","","__export__.account_tax_4_2705eab1","TTT","3.25","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_20929_905a8e3a","Tofu 700g PKT-S","","__export__.account_tax_4_2705eab1","TTT7","2.6","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_7703_4fbd86e2","Red Unicorn Long Grain Rice 20kg BAG","","__export__.account_tax_4_2705eab1","UNIRB","25.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_15896_fc4b6eb4","GL White Pepper Powder 20*1KG CASE","","__export__.account_tax_4_2705eab1","WPP","155.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_19962_1604c5b1","Wasabi Powder 10*1Kg CASE","","__export__.account_tax_4_2705eab1","WSB","68.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_16055_8f2ef0a5","PRO-THENE White HDPE Counter Bag 10*12"" 10*1000's CASE","","l10n_generic_coa.1_sale_tax_template","XPD10","33.5","__export__.account_tax_6_cba05c03","23.0","23%","1","23%","1"
"__export__.product_product_20926_d4d2ba1e","PRO-THENE White HDPE Counter Bag 12*15"" 5*1000's CASE","","l10n_generic_coa.1_sale_tax_template","XPD15","28.5","__export__.account_tax_6_cba05c03","23.0","23%","1","23%","1"
"__export__.product_product_13906_0f775c7e","Yellow Melon CASE","","__export__.account_tax_4_2705eab1","YMC","19.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_16148_e0e80296","Sanguinaccio 32*450g CASE","","__export__.account_tax_4_2705eab1","ZXC","92.5","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_22011_5980355d","Bread Filled with Avocado Cream Bread 24*85g CASE","","__export__.account_tax_3_42b1e19b","bd","23.0","__export__.account_tax_6_cba05c03","13.5","13.50%","3","13.50%","1"
"__export__.product_product_21816_f458e10b","Bread Filled with Chocolate Cream Bread 24*85g CASE","","__export__.account_tax_3_42b1e19b","bd","23.0","__export__.account_tax_6_cba05c03","13.5","13.50%","3","13.50%","1"
"__export__.product_product_21777_e6ca8448","Cheese and Coconut Bread 24*85g CASE","","__export__.account_tax_3_42b1e19b","bd","23.0","__export__.account_tax_6_cba05c03","13.5","13.50%","3","13.50%","1"
"__export__.product_product_21814_d49a1ce6","Chestnut Bread 24*85g CASE","","__export__.account_tax_3_42b1e19b","bd","23.0","__export__.account_tax_6_cba05c03","13.5","13.50%","3","13.50%","1"
"__export__.product_product_21776_448bb385","Chocolate Fassino Bread 24*85g CASE","","__export__.account_tax_3_42b1e19b","bd","23.0","__export__.account_tax_6_cba05c03","13.5","13.50%","3","13.50%","1"
"__export__.product_product_22068_887ac78e","Coconut and Red Bean Bread 24*85g CASE","","__export__.account_tax_3_42b1e19b","bd","23.0","__export__.account_tax_6_cba05c03","13.5","13.50%","3","13.50%","1"
"__export__.product_product_21936_e2a89af5","Egg Yolk Cake (Red Beans) 5*640g CASE","","__export__.account_tax_3_42b1e19b","bd","33.0","__export__.account_tax_6_cba05c03","13.5","13.50%","3","13.50%","1"
"__export__.product_product_21817_636562c5","Egg Yolk Cake Bread 24*85g CASE","","__export__.account_tax_3_42b1e19b","bd","23.0","__export__.account_tax_6_cba05c03","13.5","13.50%","3","13.50%","1"
"__export__.product_product_21780_80e661eb","Handmade Soft Bread 12*338g CASE","","__export__.account_tax_3_42b1e19b","bd","36.0","__export__.account_tax_6_cba05c03","13.5","13.50%","3","13.50%","1"
"__export__.product_product_22069_61e12906","Orange Flavored Pumpkin Bread 24*85g CASE","","__export__.account_tax_3_42b1e19b","bd","23.0","__export__.account_tax_6_cba05c03","13.5","13.50%","3","13.50%","1"
"__export__.product_product_21815_3d0c727c","Red Bean Bread 24*85g CASE","","__export__.account_tax_3_42b1e19b","bd","23.0","__export__.account_tax_6_cba05c03","13.5","13.50%","3","13.50%","1"
"__export__.product_product_21781_9222e546","Taro Fassino Bread 24*85g CASE","","__export__.account_tax_3_42b1e19b","bd","23.0","__export__.account_tax_6_cba05c03","13.5","13.50%","3","13.50%","1"
"__export__.product_product_21779_3820f1c4","Whole Wheat Bread Zero-added Sucrose 12*308g CASE","","__export__.account_tax_3_42b1e19b","bd","36.0","__export__.account_tax_6_cba05c03","13.5","13.50%","3","13.50%","1"
"__export__.product_product_22045_2787b529","Whole Wheat Bread Zero-added Sucrose 308g PKT","","__export__.account_tax_3_42b1e19b","bd","3.5","__export__.account_tax_5_1e4e1f1d","13.5","13.50%","3","13.50%","1"
"__export__.product_product_21255_b012e175","Plain Bag Potato Starch 25Kg BAG","","__export__.account_tax_4_2705eab1","pps","32.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_19745_fb56bc31","Daily Basic Sugar 15*1Kg CASE","","__export__.account_tax_4_2705eab1","sug15","20.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_21122_e2aeb124","(Bowl)KSF Chicken With Mushroom Noodle 12*106g CASE","","__export__.account_tax_4_2705eab1","","21.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
"__export__.product_product_19849_96243252","*Frozen* WANG Boiled Sweet Corn 24*360g CASE","","__export__.account_tax_4_2705eab1","","50.0","__export__.account_tax_6_cba05c03","0.0","0%","4","0%","1"
